assembly_accession	origin	terminus	length
GCF_900005615.1	3107760	1651790	3108335
GCF_017869345.1	555940	4480	1191975
GCF_000590865.3	430410	1076080	1230251
GCF_002216815.1	431570	1076070	1225162
GCF_003143875.1	431480	1067300	1233755
GCF_013462975.1	208260	787570	1237165
GCF_014107775.1	430380	1076060	1231639
GCF_014217975.1	430440	1076080	1230623
GCF_003573465.1	4958730	2462000	4994707
GCF_003956105.2	4842670	2350260	4878627
GCF_003956125.2	4842860	2349560	4878783
GCF_003956145.2	4929760	2418130	4965689
GCF_900637105.1	531920	1524790	2202865
GCF_001553955.1	1623870	341170	2434688
GCF_002752755.2	2558230	1293330	2575202
GCF_002752795.2	2481490	1199420	2483277
GCF_002753715.1	2389050	1189050	2389582
GCF_002786455.2	2558120	1290860	2575094
GCF_009867135.1	130	1268450	2615801
GCF_016028755.1	378770	1662600	2435828
GCF_016726945.1	105720	1313490	2415047
GCF_016888885.1	1824570	446030	2660948
GCF_009498455.1	1644290	5406400	7288087
GCF_009755665.1	5414840	2879770	5574400
GCF_016806145.1	6577290	3484120	6666455
GCF_001670765.2	1477130	259560	2509140
GCF_002025185.1	1107270	12740	2425237
GCF_006385095.1	1285720	264990	2240780
GCF_009496935.1	1191180	212150	2168142
GCF_015291805.1	2120	1159860	2161891
GCF_018474465.1	1543190	233960	2573364
GCF_900186945.1	1189450	212510	2156703
GCF_002983685.1	921900	101290	1675227
GCF_000961035.1	1832690	3979750	4566144
GCF_003574175.1	7910	1875180	3726411
GCF_018511305.1	7910	1901470	3745223
GCF_001558935.2	609850	3170540	5030678
GCF_001559075.2	1839170	4317830	4904719
GCF_006965505.1	4690860	2341480	4722748
GCF_015353115.1	4864510	2292950	4906411
GCF_018323885.1	4680230	2300530	4717872
GCF_900079785.1	664580	3152340	5048670
GCF_900079795.1	1369530	3776610	5109913
GCF_000980835.1	2344640	1178350	2354065
GCF_900637565.1	721780	1799930	2386509
GCF_900637605.1	1767360	588430	2354887
GCF_900637815.1	1769760	461890	2387981
GCF_900187295.1	2682780	1148290	3011567
GCF_002761235.1	663190	1684250	2246282
GCF_018024475.1	150820	563670	769143
GCF_009428965.1	2420	877690	1714771
GCF_002356695.1	21220	724480	1284030
GCF_002356715.1	21220	726600	1284005
GCF_002356735.1	21220	724480	1283910
GCF_002356755.1	21220	726920	1284027
GCF_002356775.1	21220	724890	1284150
GCF_002356795.1	21220	725970	1283336
GCF_002356815.1	23070	729460	1284421
GCF_002356835.1	21220	724560	1283908
GCF_002356855.1	21220	724480	1283994
GCF_002356875.1	21220	726920	1284029
GCF_002356895.1	21220	726510	1283786
GCF_002356915.1	21220	726600	1283994
GCF_002356935.1	21220	724560	1284028
GCF_002356955.1	21220	724560	1284027
GCF_002356975.1	21220	726480	1283742
GCF_002356995.1	21220	726630	1283946
GCF_002357015.1	21220	726600	1283910
GCF_002357035.1	21220	726200	1283612
GCF_002357055.1	21220	726200	1283528
GCF_002357075.1	21220	724200	1283464
GCF_002357095.1	21220	726350	1283461
GCF_002357115.1	21220	724480	1284030
GCF_002357135.1	21220	726540	1283942
GCF_002357155.1	21220	726170	1283227
GCF_002357175.1	21220	724480	1284030
GCF_002357195.1	21220	724560	1284037
GCF_002357215.1	21220	724480	1284030
GCF_002357235.1	21220	724540	1284009
GCF_002357255.1	21220	724560	1284028
GCF_002357275.1	21220	726540	1283942
GCF_002357295.1	21220	724480	1284030
GCF_003454715.1	21220	724110	1283254
GCF_009857995.1	429530	1132200	1283331
GCF_005549115.1	100	739120	1348030
GCF_001548075.1	4167730	2107660	4454432
GCF_001633145.1	678840	2694220	4082971
GCF_001704215.1	3686570	1767310	3694378
GCF_002859845.1	3673320	1757400	3680984
GCF_002859865.1	3684010	1769250	3691669
GCF_002859885.1	3692270	1768260	3699930
GCF_002859905.1	3691930	1789070	3699592
GCF_002859945.1	3690700	1768220	3698359
GCF_002859985.1	3680190	1763230	3687853
GCF_002860005.1	3687710	1666390	3695370
GCF_002860025.1	3680080	1768520	3687739
GCF_003184445.1	3688960	1767530	3696624
GCF_003186245.1	3690460	1769290	3698268
GCF_004634545.1	3691230	1836800	3698889
GCF_009625815.1	3688830	1768450	3696492
GCF_009625855.1	3688840	1768450	3696506
GCF_009626095.1	3687540	1767140	3695202
GCF_009626475.1	3688830	1768440	3696490
GCF_009626575.1	3687250	1768420	3694912
GCF_009626815.1	3684960	1767230	3693267
GCF_009626895.1	3688960	1769610	3696624
GCF_009626915.1	3688240	1768490	3696547
GCF_009626935.1	3688870	1767260	3696532
GCF_009626955.1	3688930	1768550	3696594
GCF_009626995.1	3689890	1768500	3697555
GCF_009627015.1	3687680	1768470	3695342
GCF_009627035.1	3688950	1767550	3696747
GCF_009627075.1	3688870	1768490	3696535
GCF_009627095.1	3688900	1767310	3696559
GCF_009627115.1	3685900	1765500	3693560
GCF_009627135.1	3688910	1767300	3696569
GCF_009627155.1	3688900	1768500	3696560
GCF_009627175.1	3689200	1768800	3696864
GCF_009627195.1	3688860	1767340	3696668
GCF_009627215.1	3685900	1767540	3693564
GCF_009627275.1	3688910	1768510	3696571
GCF_009627295.1	3688930	1768530	3696591
GCF_009627355.1	9120	2042150	3696575
GCF_009627375.1	2890	1881510	3696562
GCF_009627395.1	3688770	1768520	3696578
GCF_009627415.1	3688900	1768510	3696565
GCF_009627435.1	3689780	1768490	3697588
GCF_009627455.1	3687900	1767190	3695562
GCF_009627475.1	3689960	1769560	3697619
GCF_009627515.1	3686780	1767470	3694444
GCF_009627535.1	2890	1839340	3699174
GCF_009627575.1	3687820	1767460	3695479
GCF_009627595.1	3687680	1767460	3695488
GCF_009627615.1	3687830	1767460	3695489
GCF_009627655.1	3689110	1767410	3696773
GCF_009627775.1	3689710	1769590	3697374
GCF_009627795.1	3691400	1768760	3699061
GCF_009627815.1	3688850	1767240	3696516
GCF_009627835.1	3688880	1768500	3696540
GCF_009627855.1	3689420	1767450	3697080
GCF_009627875.1	11810	2041870	3695230
GCF_009627895.1	3690460	1766220	3698119
GCF_009627915.1	3686240	1654520	3696928
GCF_009627935.1	2890	1835780	3696827
GCF_009627955.1	3688970	1767530	3696629
GCF_009627975.1	3692340	1772470	3699999
GCF_012974165.1	3692100	1770650	3699764
GCF_012974205.1	3691220	1767720	3698886
GCF_016804285.1	3688930	1768540	3696594
GCF_017357145.1	2000	1899030	3696713
GCF_900638355.1	1731700	869340	1733410
GCF_003096215.1	4006460	1901690	4016170
GCF_002003305.1	27070	3254100	6216458
GCF_018343775.1	5977570	2972920	5984143
GCF_001974985.1	289730	1991710	3424892
GCF_016128075.1	1770020	482810	2600540
GCF_001430775.1	5075690	2437390	5173145
GCF_001606195.1	4821370	2443490	4826045
GCF_001606215.1	5233200	2611390	5242371
GCF_001606235.1	4864620	2500420	4869298
GCF_001606255.1	5059810	2478120	5064478
GCF_001606275.1	5161430	2576480	5166100
GCF_001606295.1	5061390	2636070	5074222
GCF_001606315.1	5176590	2633090	5188507
GCF_001606335.1	5133430	2638960	5146255
GCF_001610615.1	5213240	2606550	5217908
GCF_001610635.1	4934560	2523690	4939234
GCF_001610655.1	4790530	2418660	4799801
GCF_001610675.1	5326280	2626120	5330954
GCF_001677095.1	4887320	2493180	4891993
GCF_001677155.1	5176190	2632830	5188101
GCF_001677175.1	4862600	2551040	4867257
GCF_001677195.1	5199720	2644930	5214168
GCF_001677215.1	5326460	2626310	5331134
GCF_003076795.1	597180	2997460	4800506
GCF_003076815.1	963650	3331900	4933836
GCF_003076835.1	615410	3150090	5094861
GCF_003076855.1	4281700	1821270	4876254
GCF_003076875.1	4301260	1758810	4886609
GCF_003586385.1	5054340	2628820	5067172
GCF_004027995.1	3955340	1397680	5075529
GCF_004028015.1	2284080	3810	5067231
GCF_010731915.1	3401020	748020	5035393
GCF_012273395.1	1984190	4610770	5094912
GCF_014843135.1	4892970	2539670	4905866
GCF_014843155.1	4796200	2413080	4805473
GCF_014843175.1	4886920	2485530	4896142
GCF_014843195.1	5179940	2413100	5184618
GCF_014843215.1	4878520	2478840	4891423
GCF_014843235.1	4878430	2478830	4891325
GCF_010725725.1	2329100	4844920	5484749
GCF_008704535.1	19450	3453310	7604974
GCF_009914495.1	5390750	2618580	5395088
GCF_009914515.1	5287430	2578400	5291543
GCF_003568625.1	9950	2474660	5227013
GCF_014070455.1	1066040	3381750	5104173
GCF_013781885.1	4785430	2195930	4796776
GCF_000691585.1	1993980	1032490	2106955
GCF_000740335.1	2101690	1145720	2105950
GCF_001715365.1	1987470	1026030	2100452
GCF_001715405.1	1993960	1032480	2106942
GCF_001715445.1	1994090	1032610	2107069
GCF_002591255.1	1252710	108250	2105958
GCF_003010715.1	1148530	2105390	2106982
GCF_900638305.1	1745340	559470	2404857
GCF_002209125.2	6537180	2013510	8935513
GCF_011801125.1	13030	3922920	7949490
GCF_001182745.1	3471560	1467550	3648762
GCF_003367415.1	3790280	440160	6291633
GCF_001865855.1	645390	5071850	8304518
GCF_002356035.1	238440	4576520	8121733
GCF_014117305.1	3048380	6942390	8262537
GCF_015209825.1	6428770	2090870	8310375
GCF_018223685.1	2876290	7421680	8298813
GCF_001999985.1	1371230	12820	2620399
GCF_012584515.1	1690	1834460	3837686
GCF_002893785.1	1770	1723070	3374379
GCF_000026205.1	250450	579360	601943
GCF_003641225.1	789140	2511320	3576376
GCF_009707345.1	850	1841700	3624327
GCF_014844215.1	2510	1726060	3450044
GCF_016127635.1	1164150	2886360	3495847
GCF_016727305.1	930920	2863610	3514679
GCF_016727325.1	368280	2089010	3511859
GCF_016727345.1	748270	2480220	3438280
GCF_001559615.2	4478530	2236890	4478958
GCF_001559635.1	4568600	2323140	4569185
GCF_000736435.1	5074020	761280	8466345
GCF_001685605.1	29880	3848990	7687653
GCF_017916235.1	11260	3700820	7587912
GCF_002953615.1	1442690	3352730	3482157
GCF_900631605.1	3165600	1373330	3261460
GCF_016028855.1	87880	1374520	2377741
GCF_016128175.1	2327340	966510	2513835
GCF_001577305.1	3678090	1289060	4410241
GCF_002849715.1	1569990	4072490	4762081
GCF_017603825.1	943840	3272360	4381539
GCF_003687415.1	16530	1927960	3643989
GCF_014672815.1	16820	1907660	3678128
GCF_016894325.1	11840	1970560	3817546
GCF_014076395.1	10170	2245820	4663430
GCF_016694995.1	10100	2231880	4171594
GCF_017357445.1	758450	3256460	4548691
GCF_002209185.2	1935850	581060	2650878
GCF_003955985.1	46960	1353650	2520251
GCF_900477975.1	259760	1530820	2414649
GCF_016628525.2	2480760	1268270	2481998
GCF_016628735.2	2430720	1237360	2431961
GCF_016889465.1	2488470	1308360	2493537
GCF_003130755.1	3181920	1594830	3189949
GCF_009665375.1	786320	2370350	3182176
GCF_009763125.1	1466460	3095330	3222124
GCF_002356235.1	3154350	1559270	3172118
GCF_001278075.1	2330	4683740	8532592
GCF_014070435.1	15270	3676770	8112061
GCF_016027615.1	439620	1755110	2695961
GCF_016126915.1	2325910	1010720	2696014
GCF_016889765.1	1307740	2714490	2725312
GCF_900478045.1	7880	1377260	2695970
GCF_900637065.1	239480	1554670	2696013
GCF_016127015.1	2177450	959830	2408591
GCF_016728365.1	989620	2323000	2451854
GCF_016894265.1	529260	1715660	2433964
GCF_900478115.1	2801500	478380	4579834
GCF_003721455.1	244870	2763700	5036300
GCF_009183365.2	310	2470010	4924764
GCF_009730655.1	4981010	2517730	4990025
GCF_009846595.1	1708200	4074220	4754321
GCF_014263185.1	1650	2460980	5030813
GCF_014702225.1	310	2389280	4796801
GCF_017570045.1	100	2466850	4971565
GCF_017570125.1	310	2357610	4817651
GCF_017570225.1	4885510	2393700	4887746
GCF_017570325.1	5037760	2496790	5070545
GCF_000612765.1	160	1052380	1975503
GCF_000612965.1	1900060	950480	1905383
GCF_002735245.1	1950100	941940	1955425
GCF_001443305.1	1940	2223760	4339653
GCF_000828735.1	719020	384780	727289
GCF_003953005.1	1870	332610	732031
GCF_017809215.1	5198460	2487850	5198760
GCF_018140635.1	31890	1805910	3434948
GCF_900209925.1	3455100	1523140	3515670
GCF_001618825.1	5226060	1766170	6295397
GCF_016919645.1	7770	2893000	6287627
GCF_010726645.1	4441830	1508850	5657388
GCF_010726765.1	4389700	1529330	6090007
GCF_010726085.1	467830	3546770	6225779
GCF_010725485.1	1449880	4509540	6044196
GCF_010728325.1	605490	3394400	5712830
GCF_010725885.1	1753400	4829000	6328149
GCF_004786015.1	62310	1330050	2453259
GCF_002082765.1	2069320	998530	2071952
GCF_900637515.1	2116430	1073890	2116915
GCF_016127395.1	511070	2057240	2914813
GCF_016728645.1	8790	1497030	2921218
GCF_016889225.1	2204040	824110	2823217
GCF_016889785.1	2856150	1455770	2886678
GCF_001717505.1	1179780	515060	1274073
GCF_001719165.1	3196350	1602310	3251353
GCF_000026605.1	2160	1087530	2149868
GCF_009676645.1	450	1115330	2189155
GCF_009676685.2	450	1104770	2188654
GCF_009676725.1	2100	1062380	2074453
GCF_015689355.1	2150	1053160	2082352
GCF_015689375.1	2170	1057800	2098084
GCF_015689395.1	2160	1153290	2150055
GCF_015689415.1	2145360	1040160	2147596
GCF_015689435.1	2100	1055470	2044877
GCF_015689455.1	2038210	989760	2040445
GCF_015767555.1	2160	1129990	2154650
GCF_018140535.1	2150	1082690	2156971
GCF_900474805.1	2100	1126070	2172187
GCF_900474875.1	2030	1121730	2128266
GCF_900475125.1	2100	1082370	2071453
GCF_900475295.1	2100	1092180	2075375
GCF_900636805.1	1960570	771320	2284597
GCF_018336595.1	1870320	851690	2062793
GCF_003335165.1	1033970	2726470	3398706
GCF_003952785.1	3609390	1689400	3610322
GCF_004337595.1	70	1985590	3749210
GCF_008180305.1	3433410	1628620	3433749
GCF_015602645.1	3521470	1762310	3521987
GCF_016027055.1	3474080	1730280	3598417
GCF_016725945.1	1149930	2987510	3633703
GCF_016726625.1	2263520	569190	3338953
GCF_016728805.1	1128320	2992710	3604384
GCF_017068175.1	170	1803810	3468833
GCF_001941805.1	289390	1969950	3378307
GCF_002165245.3	3351990	1584340	3352482
GCF_002761875.1	8640	1733590	3288057
GCF_016743155.1	8900	1711400	3361061
GCF_018281725.1	8290	1854200	3530883
GCF_018336855.1	8610	1716050	3392646
GCF_002993105.1	50	1561840	3132860
GCF_003258335.1	3089030	1432630	3089777
GCF_005519305.1	90	1475830	3009347
GCF_014069095.1	1618420	5520	3218180
GCF_003942025.1	19920	1590170	3236208
GCF_000819545.1	3280	3519390	7714110
GCF_008704995.1	710	3498410	7772587
GCF_017352335.1	7618180	4159970	7621081
GCF_000742995.1	1490	2494760	4989312
GCF_001274595.1	24250	2424260	4804002
GCF_001274655.1	49360	2227310	4509724
GCF_001274675.1	49360	2227310	4509724
GCF_002025605.1	4317090	1916900	4663337
GCF_002138415.1	20270	2256100	4668743
GCF_002189545.2	4937590	2310710	4943426
GCF_002208885.2	3073230	636820	4851512
GCF_002847385.1	24080	2345010	4739049
GCF_002951115.1	3840270	1438750	4820221
GCF_003006435.1	19110	2391190	4932325
GCF_003030985.1	21200	2333280	4738432
GCF_003205835.1	19070	2366430	4891004
GCF_003812985.1	6330	2070120	4577568
GCF_004346945.1	4424440	2129080	4499711
GCF_006970445.1	16660	2229920	4549249
GCF_006974125.1	2422250	195990	4554224
GCF_007833655.1	16430	2644250	5086181
GCF_008693985.1	1557430	3673980	4625884
GCF_009618035.1	16650	2279960	4578300
GCF_009676385.1	17930	2275670	4541638
GCF_009676405.1	16550	2335130	4682439
GCF_009676425.1	30390	2326720	4685439
GCF_009676445.1	18750	2506860	5007582
GCF_009676465.1	23890	2323860	4675446
GCF_009676485.1	4629190	2223740	4635025
GCF_009676505.1	67540	2295860	4554024
GCF_009676525.1	23830	2411960	4854802
GCF_009676545.1	57500	2254650	4495508
GCF_009676565.1	24150	2378660	4769515
GCF_009676585.1	16530	2566270	5002295
GCF_009676605.1	19870	2621850	4995994
GCF_009857175.1	18670	2159280	4444327
GCF_011067225.1	16750	2216890	4547296
GCF_011386925.1	4260900	1869320	4928653
GCF_012647025.1	4773460	2612960	4785515
GCF_012971765.1	4537010	2403590	4591696
GCF_014076535.1	24090	2286120	4777699
GCF_014156975.1	19990	2426750	4923943
GCF_014236005.1	916500	3276980	4483650
GCF_014236025.1	266220	2475370	4854229
GCF_014236045.1	581780	2783230	4855254
GCF_014236065.1	956840	3319730	4785831
GCF_014236085.1	3420400	854520	4666115
GCF_014236105.1	279390	3062830	5062159
GCF_014236125.1	3136240	742320	4652546
GCF_016082115.1	3535430	1228050	4815503
GCF_016126935.1	7650	2262300	5004265
GCF_016659185.1	4626800	2224320	4682909
GCF_900186865.1	17910	2550420	5004261
GCF_900475405.1	17580	2241890	4481118
GCF_900475685.1	16530	2316250	4661352
GCF_900636655.1	3528600	1227680	4592627
GCF_900636905.1	1838240	4033050	4563878
GCF_001267815.1	1074940	577010	1085764
GCF_900489515.1	1070850	573220	1081613
GCF_900489525.1	1070870	573970	1081653
GCF_900489545.1	1080720	586790	1082015
GCF_900489555.1	975550	508890	977253
GCF_900489565.1	1083260	589160	1084991
GCF_900489575.1	1073190	575510	1084063
GCF_900489595.1	1074410	569610	1075685
GCF_900489625.1	1041150	557510	1069002
GCF_900489655.1	1072200	574610	1082927
GCF_900489665.1	1066600	568670	1077420
GCF_900489675.1	1079080	572230	1080782
GCF_900489685.1	1073590	569220	1075322
GCF_900489705.1	1072730	574790	1083426
GCF_900489715.1	1067670	569740	1078494
GCF_900489725.1	1074940	577010	1085633
GCF_900489765.1	1068440	570510	1079265
GCF_900489785.1	1074810	576880	1085504
GCF_900489795.1	1083900	589800	1085503
GCF_900489805.1	1065500	567560	1076320
GCF_900489825.1	1074940	577010	1085764
GCF_000953235.1	1015530	555680	1017183
GCF_000953375.1	1015100	555530	1016760
GCF_002009215.1	1015010	555520	1016663
GCF_006969105.1	1015520	555670	1017178
GCF_006970065.1	1015530	549850	1017184
GCF_006970285.1	1015520	555670	1017180
GCF_011045555.1	1015690	555620	1017343
GCF_011463755.1	1015080	555030	1016734
GCF_011463895.1	1015610	555600	1017268
GCF_011463995.1	1012920	553050	1014572
GCF_011464015.1	1012910	553110	1014563
GCF_011464035.1	1015820	555720	1017158
GCF_011464055.1	1015030	554990	1016689
GCF_011464075.1	1015610	555580	1017263
GCF_011464195.1	1015620	555590	1017273
GCF_011464375.1	1015100	555000	1016757
GCF_011464495.1	1015650	555600	1017304
GCF_011464655.1	1015640	555590	1017297
GCF_011464815.1	1015630	555590	1017283
GCF_011464975.1	1015600	555600	1017258
GCF_016724805.1	2626770	1151790	3026517
GCF_000973125.1	4571800	2022400	4635301
GCF_008274845.1	2500	1599050	3157619
GCF_018604565.1	2520	1606330	3157929
GCF_014233485.1	4630310	2270580	4665173
GCF_002208825.2	1586850	3325570	3345527
GCF_000021805.1	2513490	87870	4679413
GCF_000018625.1	3711080	1428340	4600800
GCF_013162165.1	3312210	831250	4517871
GCF_000835205.1	3750	2161040	4163767
GCF_001411805.1	3750	2077170	4140040
GCF_003111645.1	3203580	942960	4572081
GCF_003111665.1	1281190	3747340	4886933
GCF_000941095.1	424910	954090	973501
GCF_002354875.1	4072690	56000	8131572
GCF_001704195.1	7051320	3212640	7070328
GCF_001273775.1	4579960	2069940	4589485
GCF_000661895.1	1750	1514480	2875491
GCF_014070215.1	1881180	410120	2802282
GCF_018501985.1	1881180	410120	2802382
GCF_018502105.1	1881180	410120	2802382
GCF_018502265.1	1881180	351320	2802382
GCF_015160875.1	545080	4612570	7483282
GCF_001597285.1	412420	2740750	4406305
GCF_016861485.1	93130	2274830	4680436
GCF_008807415.1	5253670	1935190	6880508
GCF_010728725.1	1558960	3888340	5115366
GCF_001750165.1	4895300	2504470	4902887
GCF_001750185.1	4889510	2501880	4900223
GCF_001750405.1	4889510	2501700	4900219
GCF_006704145.1	930560	306720	1136302
GCF_000238295.3	245750	1008110	1388597
GCF_001482385.1	2789010	632630	4532889
GCF_005886805.2	4587040	2258260	4595233
GCF_002310835.1	890	1716800	3399143
GCF_000238275.3	132580	557540	774670
GCF_900476435.1	493650	2571040	4353505
GCF_000238315.3	3270820	1181400	4253475
GCF_002208135.1	4117940	1848330	4128210
GCF_003429305.1	4154470	2081330	4165978
GCF_003429325.1	12930	2081140	4128178
GCF_002209145.2	1121770	2647560	2788798
GCF_900475835.1	2742270	1231640	2749647
GCF_001548235.1	1387490	187550	2292716
GCF_002386365.1	2252220	1001370	2369230
GCF_015240415.1	1639190	429540	2316433
GCF_016026415.1	575840	2087990	2802624
GCF_016127615.1	693440	2198350	2828947
GCF_016728725.1	1729450	539520	2476115
GCF_016728745.1	1113680	2525020	2706528
GCF_016889425.1	659320	1885710	2474943
GCF_003013675.1	24950	2706140	5251559
GCF_007197835.1	4104830	1549640	5131576
GCF_016025875.1	1680640	4250110	5218699
GCF_011612265.2	1411270	117100	2866540
GCF_900638255.1	1223350	2795710	2878842
GCF_016728625.1	110920	1386590	2461302
GCF_016728665.1	1264820	130	2480127
GCF_002156805.1	197260	1560060	2758551
GCF_002803965.1	2278160	791900	2993983
GCF_002804085.1	2113120	541810	3031488
GCF_016403285.1	1973260	489530	2952500
GCF_016728105.1	1535550	134480	2904831
GCF_016728205.1	1668800	338690	2665682
GCF_016889445.1	643420	2063890	2948781
