assembly_accession	species	subsp	strain
GCF_902385725.1	Campylobacter lanienae		MGYG-HGUT-02308
GCF_000512735.1	Thermocrinis ruber		DSM 23557
GCF_000963635.1	Mannheimia haemolytica		89010807N laboratory, frozen stock
GCF_000963675.1	Mannheimia haemolytica		89010807N laboratory, frozen stock
GCF_002285575.1	Mannheimia haemolytica		USDA-ARS-USMARC-191
GCF_002285595.1	Mannheimia haemolytica		USDA-ARS-USMARC-187
GCF_002285615.1	Mannheimia haemolytica		USDA-ARS-USMARC-186
GCF_002285815.1	Mannheimia haemolytica		USDA-ARS-USMARC-193
GCF_003261375.1	Mannheimia haemolytica		12540
GCF_003261395.1	Mannheimia haemolytica		11935
GCF_007963885.1	Mannheimia haemolytica		1451
GCF_007964065.1	Mannheimia haemolytica		1450
GCF_007964225.1	Mannheimia haemolytica		1405
GCF_007964465.1	Mannheimia haemolytica		1383
GCF_007964685.1	Mannheimia haemolytica		1373
GCF_007964805.1	Mannheimia haemolytica		1367
GCF_007964925.1	Mannheimia haemolytica		1342
GCF_007965105.1	Mannheimia haemolytica		1329
GCF_007965355.1	Mannheimia haemolytica		1319
GCF_007965585.1	Mannheimia haemolytica		1318
GCF_007965745.1	Mannheimia haemolytica		1309
GCF_007965905.1	Mannheimia haemolytica		1287
GCF_007966105.1	Mannheimia haemolytica		1282
GCF_007973265.1	Mannheimia haemolytica		39433
GCF_007973365.1	Mannheimia haemolytica		39409
GCF_007973645.1	Mannheimia haemolytica		39394
GCF_007973825.1	Mannheimia haemolytica		39382
GCF_007974025.1	Mannheimia haemolytica		39373
GCF_007974045.1	Mannheimia haemolytica		39309
GCF_007974065.1	Mannheimia haemolytica		39107
GCF_007974085.1	Mannheimia haemolytica		38599
GCF_007974105.1	Mannheimia haemolytica		38202
GCF_007974125.1	Mannheimia haemolytica		38120
GCF_007974145.1	Mannheimia haemolytica		38089
GCF_007974165.1	Mannheimia haemolytica		37778
GCF_007974375.1	Mannheimia haemolytica		37121
GCF_007974525.1	Mannheimia haemolytica		34142
GCF_007974745.1	Mannheimia haemolytica		33980
GCF_007974925.1	Mannheimia haemolytica		33702
GCF_007975085.1	Mannheimia haemolytica		33690
GCF_007975225.1	Mannheimia haemolytica		33041
GCF_007975365.1	Mannheimia haemolytica		32852
GCF_007975575.1	Mannheimia haemolytica		32795
GCF_007975765.1	Mannheimia haemolytica		32635
GCF_007976025.1	Mannheimia haemolytica		32619
GCF_007976245.1	Mannheimia haemolytica		28488
GCF_007976445.1	Mannheimia haemolytica		28253
GCF_007976625.1	Mannheimia haemolytica		28240
GCF_007976765.1	Mannheimia haemolytica		28226
GCF_007976905.1	Mannheimia haemolytica		23579
GCF_007977085.1	Mannheimia haemolytica		23570
GCF_007977225.1	Mannheimia haemolytica		23558
GCF_007977495.1	Mannheimia haemolytica		23533
GCF_007977645.1	Mannheimia haemolytica		23311
GCF_007977825.1	Mannheimia haemolytica		23278
GCF_007978045.1	Mannheimia haemolytica		23217
GCF_007978185.1	Mannheimia haemolytica		22650
GCF_007978365.1	Mannheimia haemolytica		22604
GCF_007978505.1	Mannheimia haemolytica		22549
GCF_007978725.1	Mannheimia haemolytica		1609
GCF_007978905.1	Mannheimia haemolytica		1584
GCF_007979065.1	Mannheimia haemolytica		1583
GCF_007979225.1	Mannheimia haemolytica		1582
GCF_007979365.1	Mannheimia haemolytica		1576
GCF_007979525.1	Mannheimia haemolytica		1571
GCF_007979665.1	Mannheimia haemolytica		1567
GCF_007979905.1	Mannheimia haemolytica		1563
GCF_007980045.1	Mannheimia haemolytica		1561
GCF_007980145.1	Mannheimia haemolytica		1560
GCF_007980285.1	Mannheimia haemolytica		1532
GCF_007980445.1	Mannheimia haemolytica		1514
GCF_007980645.1	Mannheimia haemolytica		1512
GCF_007980785.1	Mannheimia haemolytica		1506
GCF_007980905.1	Mannheimia haemolytica		1503
GCF_007980965.1	Mannheimia haemolytica		1498
GCF_007980985.1	Mannheimia haemolytica		1476
GCF_007981005.1	Mannheimia haemolytica		1475
GCF_007981025.1	Mannheimia haemolytica		1471
GCF_007981045.1	Mannheimia haemolytica		1454
GCF_900638155.1	Mannheimia haemolytica		NCTC10643
GCF_000025965.1	Aromatoleum aromaticum		EbN1
GCF_017894365.1	Aromatoleum bremense		PbN1
GCF_017894385.1	Aromatoleum petrolei		ToN1
GCF_001444445.1	Prevotella enoeca		F0113
GCF_002218045.2	Vibrio rumoiensis		FERM P-14531
GCF_900660635.1	Mycoplasma gallopavonis		NCTC10186
GCF_001483865.1	Roseateles depolymerans		KCTC 42856
GCF_002934065.1	Pseudomonas orientalis		F9
GCF_003851585.1	Pseudomonas orientalis		L1-3-08
GCF_003851605.1	Pseudomonas orientalis		R2-66-08W
GCF_003851645.1	Pseudomonas orientalis		R4-35-08
GCF_003852045.1	Pseudomonas orientalis		8B
GCF_900105795.1	Pseudomonas orientalis		LMG 23660
GCF_001534745.1	Pseudomonas monteilii		USDA-ARS-USMARC-56711
GCF_002943995.1	Pseudomonas monteilii		FDAARGOS_171
GCF_003671975.1	Pseudomonas monteilii		B5
GCF_009831395.1	Pseudomonas monteilii		TCU-CK1
GCF_011045675.1	Pseudomonas monteilii		170918607
GCF_011045695.1	Pseudomonas monteilii		170620603RE
GCF_015136515.1	Pseudomonas monteilii		STW0522-72
GCF_013285305.1	Pseudomonas rhodesiae		NL2019
GCF_018417555.1	Pseudomonas rhodesiae		AAMF24
GCF_018417575.1	Pseudomonas rhodesiae		DLA23
GCF_900105575.1	Pseudomonas rhodesiae		LMG 17764
GCF_002028325.1	Pseudomonas veronii		R02
GCF_004919535.4	Pseudomonas veronii		Pvy
GCF_903970695.1	Pseudomonas veronii		11V4441
GCF_001610795.1	Xanthomonas citri		pv. aurantifolii FDC 1559
GCF_001610815.1	Xanthomonas citri		pv. aurantifolii FDC 1609
GCF_001610915.1	Xanthomonas citri		pv. aurantifolii 1566
GCF_002079965.1	Xanthomonas citri		pv. aurantifolii FDC 1561
GCF_001481655.1	Myroides odoratimimus		PR63039
GCF_004337635.1	Myroides odoratimimus		G13
GCF_002211605.1	Fusobacterium nucleatum	nucleatum	ChDC F317
GCF_003019295.1	Fusobacterium nucleatum	nucleatum	25586
GCF_001433955.1	Fusobacterium nucleatum	polymorphum	ChDC F306
GCF_001455125.1	Fusobacterium nucleatum	polymorphum	ChDC F319
GCF_001457555.1	Fusobacterium nucleatum	polymorphum	NCTC10562
GCF_002202115.1	Fusobacterium nucleatum	polymorphum	KCOM 1260 (=ChDC F218)
GCF_002211625.1	Fusobacterium nucleatum	polymorphum	KCOM 1275
GCF_001296085.1	Fusobacterium nucleatum	animalis	KCOM 1279
GCF_001296145.1	Fusobacterium nucleatum	animalis	KCOM 1325
GCF_016127875.1	Streptococcus constellatus		FDAARGOS_1015
GCF_016725005.1	Streptococcus constellatus		FDAARGOS_1156
GCF_016889885.1	Streptococcus constellatus		FDAARGOS_1208
GCF_000019125.1	Pseudomonas putida		GB-1
GCF_001460635.1	Helicobacter typhlonius		MIT 97-6810
GCF_002080435.1	Sphingobium herbicidovorans		MH
GCF_014898195.1	Bifidobacterium subtile		KCTC 3272
GCF_002309555.1	Pseudomonas mosselii		BS011
GCF_002736065.1	Pseudomonas mosselii		PtA1
GCF_004135085.1	Bifidobacterium pullorum	gallinarum	CACC 514
GCF_000769535.1	Pectobacterium odoriferum		BC S7
GCF_009931295.1	Pectobacterium odoriferum		JK2.1
GCF_900636365.1	Streptococcus viridans		NCTC3166
GCF_014076455.1	Pseudomonas migulae		R1-9
GCF_003966695.1	Asticcacaulis excentricus		M6
GCF_004117095.1	Paenibacillus chitinolyticus		KCCM 41400
GCF_902167295.1	Chitinophaga pinensis		2
GCF_902167305.1	Chitinophaga pinensis		1
GCF_902167325.1	Chitinophaga pinensis		3
GCF_001643775.1	Denitrobacterium detoxificans		NPOH1
GCF_000737305.2	Alkalihalobacillus clausii		ENTPro
GCF_002250115.1	Alkalihalobacillus clausii		DSM 8716
GCF_014338545.1	Alkalihalobacillus clausii		088AE
GCF_001719185.1	Alkalihalobacillus gibsonii		FJAT-10019
GCF_002157855.1	Bacillus horikoshii		20a
GCF_002952315.1	Erwinia pyrifoliae		EpK1/15
GCF_003719195.1	Herbaspirillum rubrisubalbicans		DSM 11543
GCF_004795935.1	Wolbachia endosymbiont		of Brugia malayi TRS
GCF_013365435.1	Wolbachia endosymbiont		of Litomosoides sigmodontis wLsig
GCF_017526105.1	Streptomyces cyanogenus		S136
GCF_002443055.1	Delftia acidovorans		RAY209
GCF_013423845.1	Delftia acidovorans		B804
GCF_016026535.1	Delftia acidovorans		FDAARGOS_939
GCF_016027075.1	Delftia acidovorans		FDAARGOS_909
GCF_016027775.1	Delftia acidovorans		FDAARGOS_891
GCF_016127415.1	Delftia acidovorans		FDAARGOS_997
GCF_003029845.1	Acidovorax cattleyae		CAT98_1
GCF_001593665.2	Acidovorax citrulli		M6
GCF_002441975.1	Acidovorax citrulli		KACC17005
GCF_003029685.1	Acidovorax avenae	avenae	AA81_1
GCF_003029705.1	Acidovorax avenae	avenae	COLB1
GCF_003029725.1	Acidovorax avenae	avenae	MD5
GCF_003029765.1	Acidovorax avenae	avenae	QH1
GCF_003029785.1	Acidovorax avenae	avenae	SH7
GCF_003029805.1	Acidovorax avenae	avenae	AA78_5
GCF_003029825.1	Acidovorax avenae	avenae	AA99_2
GCF_003029865.1	Acidovorax avenae	avenae	INDB2
GCF_003029885.1	Acidovorax avenae	avenae	INV
GCF_003029905.1	Acidovorax avenae	avenae	KL3
GCF_003029945.1	Acidovorax avenae	avenae	MOR
GCF_003029965.1	Acidovorax avenae	avenae	NCT3
GCF_003029985.1	Acidovorax avenae	avenae	QHB1
GCF_003030005.1	Acidovorax avenae	avenae	SF12
GCF_003030325.1	Acidovorax avenae	avenae	Sa2
GCF_004328645.1	Hylemonella gracilis		NS1
GCF_002804105.1	Entomoplasma melaleucae		M1
GCF_002441935.1	Mesoplasma lactucae		ATCC 49193 831-C4
GCF_002804225.1	Mesoplasma lactucae		ATCC 49193 831-C4
GCF_001955735.1	Rhodoferax antarcticus		DSMZ24876
GCF_016026575.1	Fannyhessea vaginae		FDAARGOS_934
GCF_002953735.1	Streptococcus pluranimalium		TH11417
GCF_003352995.1	Streptococcus pluranimalium		14A0014
GCF_008824185.1	Paracoccus pantotrophus		DSM 2944
GCF_013414285.1	Paracoccus pantotrophus		ACCC10489
GCF_003991855.1	Microbacterium oxydans		HG3
GCF_004000565.1	Microbacterium oxydans		VIU2A
GCF_013347325.1	Cupriavidus gilardii		FDAARGOS_639
GCF_003854935.1	Cupriavidus pauculus		FDAARGOS_614
GCF_008693385.1	Cupriavidus pauculus		FDAARGOS_664
GCF_002850055.1	Liquorilactobacillus nagelii		TMW 1.1827
GCF_009184685.1	Salmonella enterica	enterica serovar Muenster	PJM1
GCF_016452085.1	Salmonella enterica	enterica serovar Muenster	CVM 34526
GCF_016454485.1	Salmonella enterica	enterica serovar Muenster	CVM 22504
GCF_013234275.1	Buttiauxella agrestis		DSM 9389
GCF_001586165.1	Obesumbacterium proteus		DSM 2777
GCF_001026985.1	Pragia fontium		24613
GCF_900638655.1	Pragia fontium		NCTC12284
GCF_900478715.1	Tatumella ptyseos		NCTC11468
GCF_900186025.1	Serratia grimesii		BXF1
GCF_000648575.1	Serratia plymuthica		V4
GCF_001663115.1	Serratia plymuthica		3Rp8
GCF_001663135.1	Serratia plymuthica		3Re4-18
GCF_013122215.1	Serratia plymuthica		C-1
GCF_016027115.1	Serratia plymuthica		FDAARGOS_907
GCF_016027595.1	Serratia plymuthica		FDAARGOS_896
GCF_016027675.1	Serratia plymuthica		FDAARGOS_895
GCF_016027835.1	Serratia plymuthica		FDAARGOS_889
GCF_016726325.1	Serratia plymuthica		FDAARGOS_1138
GCF_018336935.1	Serratia plymuthica		UBCF_13
GCF_900635625.1	Serratia plymuthica		NCTC8900
GCF_900637965.1	Serratia plymuthica		NCTC8015
GCF_016801755.1	Sulfitobacter mediterraneus		SC7-37
GCF_016801775.1	Sulfitobacter mediterraneus		SC1-11
GCF_001605725.1	Mycobacteroides immunogenum		CCUG 47286
GCF_001677135.1	Mycobacteroides immunogenum		FLAC016
GCF_001605015.1	Aminobacter aminovorans		KCTC 2477
GCF_003355155.1	Streptomyces armeniacus		ATCC 15676
GCF_000008585.1	Mycobacterium tuberculosis		CDC1551
GCF_000195955.2	Mycobacterium tuberculosis		H37Rv
GCF_000277735.2	Mycobacterium tuberculosis		H37Rv
GCF_000800765.1	Escherichia coli		K-12 ER3413
GCF_000974405.1	Escherichia coli		K-12 MG1655
GCF_000974465.1	Escherichia coli		K-12 MG1655
GCF_000974505.1	Escherichia coli		K-12 MG1655
GCF_000974535.1	Escherichia coli		K-12 MG1655
GCF_000974575.1	Escherichia coli		K-12 MG1655
GCF_000974825.1	Escherichia coli		K-12 MG1655
GCF_000974865.1	Escherichia coli		K-12 MG1655
GCF_000974885.1	Escherichia coli		K-12 MG1655
GCF_000981485.1	Escherichia coli		K-12 substr. AG100
GCF_001020945.2	Escherichia coli		K-12 substr. GM4792
GCF_001021005.2	Escherichia coli		K-12 substr. GM4792
GCF_001559655.1	Escherichia coli		K-12 DHB4
GCF_001559675.1	Escherichia coli		K-12 C3026
GCF_003028735.1	Escherichia coli		K-12 MG655
GCF_009832885.1	Escherichia coli		K-12
GCF_015534855.1	Escherichia coli		K-12 BW25113
GCF_015534935.1	Escherichia coli		K-12 CETR3G40
GCF_015534955.1	Escherichia coli		K-12 CETR2G40
GCF_015534975.1	Escherichia coli		K-12 CETR1G40
GCF_015534995.1	Escherichia coli		K-12 BZKR3G40
GCF_015535015.1	Escherichia coli		K-12 BZKR2G40
GCF_015535035.1	Escherichia coli		K-12 BZKR1G40
GCF_001307215.1	Escherichia coli		O157:H7 WS4202 laboratory strain
GCF_001558995.2	Escherichia coli		O157:H7 JEONG-1266
GCF_001651925.2	Escherichia coli		O157:H7 FRIK2069
GCF_001651945.2	Escherichia coli		O157:H7 FRIK2533
GCF_001651965.2	Escherichia coli		O157:H7 FRIK2455
GCF_001695515.1	Escherichia coli		O157:H7 FRIK944
GCF_001753445.1	Escherichia coli		O157:H7 1130
GCF_001753465.1	Escherichia coli		O157:H7 2149
GCF_001753485.1	Escherichia coli		O157:H7 8368
GCF_001753505.1	Escherichia coli		O157:H7 2159
GCF_001753525.1	Escherichia coli		O157:H7 9234
GCF_001753545.1	Escherichia coli		O157:H7 3384
GCF_001753565.1	Escherichia coli		O157:H7 4276
GCF_003028755.1	Escherichia coli		O157:H7 Sakai
GCF_003722195.1	Escherichia coli		O157:H7 TR01
GCF_003966795.1	Escherichia coli		O157:H7 PV15-279
GCF_004118915.1	Escherichia coli		O157:H7 C1-057
GCF_005037735.1	Escherichia coli		O157:H7 FWSEC0004
GCF_005885915.1	Escherichia coli		O157:H7 ECP17-1298
GCF_005885955.1	Escherichia coli		O157:H7 ECP17-46
GCF_007922655.1	Escherichia coli		O157:H7 ATCC 43888
GCF_009627495.1	Escherichia coli		O157:H7 TT12B
GCF_009650175.1	Escherichia coli		O157:H7 ATCC 43890
GCF_009931235.1	Escherichia coli		O157:H7 FRIK804
GCF_013167135.1	Escherichia coli		O157:H7 F8492
GCF_013167155.1	Escherichia coli		O157:H7 YB14-1
GCF_013167175.1	Escherichia coli		O157:H7 TX 376-2
GCF_013167195.1	Escherichia coli		O157:H7 TX 265-1
GCF_013167235.1	Escherichia coli		O157:H7 TB21-1
GCF_013167255.1	Escherichia coli		O157:H7 TB182A
GCF_013167275.1	Escherichia coli		O157:H7 SS TX 754-1
GCF_013167295.1	Escherichia coli		O157:H7 SS TX 313-1
GCF_013167315.1	Escherichia coli		O157:H7 SS NE 1040-1
GCF_013167335.1	Escherichia coli		O157:H7 Show KS 470-1
GCF_013167355.1	Escherichia coli		O157:H7 OK1
GCF_013167375.1	Escherichia coli		O157:H7 NE92
GCF_013167395.1	Escherichia coli		O157:H7 NE122
GCF_013167415.1	Escherichia coli		O157:H7 NE1127
GCF_013167435.1	Escherichia coli		O157:H7 NE 1169-1
GCF_013167455.1	Escherichia coli		O157:H7 NE 1092-2
GCF_013167475.1	Escherichia coli		O157:H7 N8B7-2
GCF_013167495.1	Escherichia coli		O157:H7 LSU61
GCF_013167515.1	Escherichia coli		O157:H7 H6437
GCF_013167535.1	Escherichia coli		O157:H7 H2495
GCF_013167555.1	Escherichia coli		O157:H7 Gim1-1
GCF_013167575.1	Escherichia coli		O157:H7 G5295
GCF_013167595.1	Escherichia coli		O157:H7 F8952
GCF_013167615.1	Escherichia coli		O157:H7 F8798
GCF_013167635.1	Escherichia coli		O157:H7 F8797
GCF_013167675.1	Escherichia coli		O157:H7 F7508
GCF_013167695.1	Escherichia coli		O157:H7 F7386
GCF_013167715.1	Escherichia coli		O157:H7 F7349
GCF_013167735.1	Escherichia coli		O157:H7 F6667
GCF_013167755.1	Escherichia coli		O157:H7 F6321
GCF_013167775.1	Escherichia coli		O157:H7 F6294
GCF_013167795.1	Escherichia coli		O157:H7 F3113
GCF_013167815.1	Escherichia coli		O157:H7 F1273
GCF_013167875.1	Escherichia coli		O157:H7 E32511
GCF_013167935.1	Escherichia coli		O157:H7 DEC5E
GCF_013167975.1	Escherichia coli		O157:H7 DEC5D
GCF_013167995.1	Escherichia coli		O157:H7 DEC5B
GCF_013168015.1	Escherichia coli		O157:H7 DEC5A
GCF_013168035.1	Escherichia coli		O157:H7 DEC4E
GCF_013168055.1	Escherichia coli		O157:H7 BB24-1
GCF_013168075.1	Escherichia coli		O157:H7 ATCC 35150
GCF_013168095.1	Escherichia coli		O157:H7 86-24
GCF_013168115.1	Escherichia coli		O157:H7 493/89
GCF_013168135.1	Escherichia coli		O157:H7 17B6-2
GCF_013168155.1	Escherichia coli		O157:H7 3-5-1
GCF_013168175.1	Escherichia coli		O157:H7 2-6-2
GCF_013168195.1	Escherichia coli		O157:H7 7636
GCF_013168215.1	Escherichia coli		O157:H7 7409
GCF_013168235.1	Escherichia coli		O157:H7 2571
GCF_013168255.1	Escherichia coli		O157:H7 611
GCF_013343595.1	Escherichia coli		O157:H7 MB41-1
GCF_013343615.1	Escherichia coli		O157:H7 USDA5905
GCF_013343635.1	Escherichia coli		O157:H7 MB9-1
GCF_015353135.1	Escherichia coli		O157:H7 Wll001
GCF_016458885.1	Escherichia coli		O157:H7 ECP19-198
GCF_016458905.1	Escherichia coli		O157:H7 ECP19-798
GCF_016458925.1	Escherichia coli		O157:H7 ECP19-598
GCF_016458945.1	Escherichia coli		O157:H7 ECP19-2498
GCF_017164755.1	Escherichia coli		O157:H7 Z1836
GCF_017164775.1	Escherichia coli		O157:H7 Z1835
GCF_017164795.1	Escherichia coli		O157:H7 Z1834
GCF_017164815.1	Escherichia coli		O157:H7 Z1833
GCF_017164835.1	Escherichia coli		O157:H7 Z1832
GCF_017164855.1	Escherichia coli		O157:H7 Z1831
GCF_017164875.1	Escherichia coli		O157:H7 Z1830
GCF_017164895.1	Escherichia coli		O157:H7 Z1826
GCF_017164915.1	Escherichia coli		O157:H7 Z1825
GCF_017164935.1	Escherichia coli		O157:H7 Z1816
GCF_017164955.1	Escherichia coli		O157:H7 Z1815
GCF_017164975.1	Escherichia coli		O157:H7 Z1814
GCF_017164995.1	Escherichia coli		O157:H7 Z1813
GCF_017165015.1	Escherichia coli		O157:H7 Z1812
GCF_017165035.1	Escherichia coli		O157:H7 Z1811
GCF_017165055.1	Escherichia coli		O157:H7 Z1769
GCF_017165075.1	Escherichia coli		O157:H7 Z1768
GCF_017165095.1	Escherichia coli		O157:H7 Z1767
GCF_017165115.1	Escherichia coli		O157:H7 Z1723
GCF_017165135.1	Escherichia coli		O157:H7 Z1766
GCF_017165155.1	Escherichia coli		O157:H7 Z1626
GCF_017165215.1	Escherichia coli		O157:H7 Z1615
GCF_017165235.1	Escherichia coli		O157:H7 Z1504
GCF_017165255.1	Escherichia coli		O157:H7 Z1486
GCF_017165275.1	Escherichia coli		O157:H7 Z910
GCF_017165295.1	Escherichia coli		O157:H7 Z903
GCF_017165315.1	Escherichia coli		O157:H7 Z887
GCF_017165335.1	Escherichia coli		O157:H7 Z892
GCF_017165355.1	Escherichia coli		O157:H7 Z885
GCF_017165375.1	Escherichia coli		O157:H7 Z866
GCF_017165395.1	Escherichia coli		O157:H7 Z869
GCF_017165415.1	Escherichia coli		O157:H7 Z852
GCF_017165435.1	Escherichia coli		O157:H7 Z570
GCF_017165455.1	Escherichia coli		O157:H7 Z563
GCF_017357545.1	Escherichia coli		O157:H7 TT12A
GCF_016859125.1	Archangium violaceum		SDU34
GCF_016887565.1	Archangium violaceum		SDU8
GCF_009295905.1	Companilactobacillus paralimentarius		LP238
GCF_002752695.1	Chlamydia psittaci		GIMC 2003:Cps25SM
GCF_002752715.1	Chlamydia psittaci		GIMC 2004:CpsAP23
GCF_002752735.1	Chlamydia psittaci		GIMC 2005:CpsCP1
GCF_002848405.1	Chlamydia psittaci		Horse_pl
GCF_003999235.1	Chlamydia psittaci		Ful127
GCF_006385615.1	Chlamydia psittaci		Rostinovo-70
GCF_009857155.1	Chlamydia psittaci		AMK
GCF_000952935.1	Chlamydia abortus		162STDY5437294
GCF_002205755.1	Chlamydia abortus		GN6
GCF_002895085.1	Chlamydia abortus		GIMC 2006:CabB577
GCF_008329805.1	Chlamydia abortus		84/2334
GCF_016903035.1	Chlamydia abortus		MRI-10/19
GCF_900002505.1	Chlamydia abortus		1H
GCF_900002515.1	Chlamydia abortus		1B_cevac
GCF_900416705.1	Chlamydia abortus		15-49d3
GCF_900416725.1	Chlamydia abortus		15-70d24
GCF_001007025.1	Chlamydia pneumoniae		Wien1
GCF_001007045.1	Chlamydia pneumoniae		K7
GCF_001007065.1	Chlamydia pneumoniae		CWL011
GCF_001007085.1	Chlamydia pneumoniae		Wien3
GCF_001007105.1	Chlamydia pneumoniae		CV14
GCF_001007125.1	Chlamydia pneumoniae		CM1
GCF_001007145.1	Chlamydia pneumoniae		PB2
GCF_009931335.1	Chlamydia suis		R19
GCF_900149385.2	Chlamydia suis		4-29b
GCF_900149465.2	Chlamydia suis		3-25b
GCF_900149505.2	Chlamydia suis		9-1b
GCF_900149535.2	Chlamydia suis		2-26b
GCF_900149545.2	Chlamydia suis		5-22b
GCF_900149625.2	Chlamydia suis		5-27b
GCF_900169045.1	Chlamydia suis		SWA-14
GCF_900169085.1	Chlamydia suis		SWA-2
GCF_900169125.1	Chlamydia suis		SWA-86
GCF_000767405.1	Chlamydia muridarum		Nigg3
GCF_000767445.1	Chlamydia muridarum		Nigg3
GCF_000772145.1	Chlamydia muridarum		Nigg3
GCF_003433255.1	Chlamydia muridarum		Nigg3-28
GCF_001700965.1	Stenotrophomonas nitritireducens		2001
GCF_001518835.1	Leclercia adecarboxylata		USDA-ARS-USMARC-60222
GCF_004295325.1	Leclercia adecarboxylata		16005813
GCF_006171285.1	Leclercia adecarboxylata		Z96-1
GCF_006874705.1	Leclercia adecarboxylata		R25
GCF_008807335.1	Leclercia adecarboxylata		J656
GCF_008931385.1	Leclercia adecarboxylata		E61
GCF_008931445.1	Leclercia adecarboxylata		E1
GCF_009720165.1	Leclercia adecarboxylata		P12375
GCF_011045715.1	Leclercia adecarboxylata		L21
GCF_011045735.1	Leclercia adecarboxylata		G426
GCF_011387015.1	Leclercia adecarboxylata		707804
GCF_014489435.1	Leclercia adecarboxylata		16400
GCF_003932715.1	Streptomyces tsukubensis		NRRL 18488
GCF_009296025.1	Streptomyces tsukubensis		AT3
GCF_016919685.1	Streptomyces tsukubensis		L20
GCF_002075105.1	Lactobacillus amylolyticus		L6
GCF_003999355.1	Lactobacillus amylolyticus		L5
GCF_009497035.1	Lactobacillus amylolyticus		LA664
GCF_001888945.1	Lactobacillus delbrueckii	delbrueckii	KCTC 13731
GCF_002142575.1	Lactobacillus delbrueckii	delbrueckii	TUA4408L
GCF_006740305.1	Lactobacillus delbrueckii	delbrueckii	NBRC 3202
GCF_011065405.1	Succinivibrio dextrinosolvens		Z6
GCF_016747875.1	Succinivibrio dextrinosolvens		ASCUSBF53
GCF_001042715.1	Clostridium aceticum		DSM 1496
GCF_016906045.1	Lacrimispora saccharolytica		FDAARGOS_1340
GCF_002896855.1	Pseudoclostridium thermosuccinogenes		DSM 5807
GCF_004011905.1	Gordonia alkanivorans		YC-RL2
GCF_900637575.1	Slackia heliotrinireducens		NCTC11029
GCF_002148255.1	Eggerthella lenta		C592
GCF_009730295.1	Gemella sanguinis		FDAARGOS_742
GCF_001652465.1	Microbacterium chocolatum		SIT 101
GCF_001442535.1	Lysobacter antibioticus		ATCC 29479
GCF_001442745.1	Lysobacter antibioticus		76
GCF_017654315.1	Gordonia polyisoprenivorans		R9
GCF_018135605.1	Gordonia polyisoprenivorans		C
GCF_014217215.1	Rothia nasimurium		E1706032
GCF_011455695.1	Mannheimia granulomatis		B 234/94
GCF_013377215.1	Mannheimia granulomatis		BJ1680.3
GCF_013377255.1	Mannheimia granulomatis		P1135/26
